"edad","ultima_vez_navego_internet","tiene_telefono_fijo","tiene_computadora","dias_uso_computadora_semana","usa_computadora_como_herramienta_trabajo","usa_computadora_musica_videos","usa_computadora_juegos","usa_computadora_internet","usa_computadora_estudio","tiene_tv","mira_noticias_tv","mira_deportes_tv","mira_salud_educacion_tv","mira_entretenimiento_tv","tiene_tv_cable","tiene_tv_satelital","tiene_radio","tiene_internet_fijo","usa_internet_contactar_amigos","usa_internet_buscar_info","usa_internet_para_trabajo","tiene_celular","usa_celular_llamadas","usa_celular_sms","usa_celular_musica","usa_celular_videos","usa_celular_juegos","usa_celular_conect_internet","usa_celular_fotos","prepago_postpago","empresa_telco","gasto_mes_telco","so_celular","pago_internet_mes","usa_internet_cel_contactar_amigos","usa_internet_cel_buscar_info","usa_internet_cel_fin_academico","usa_internet_cel_trabajo","usa_internet_cel_ver_noticias","usa_internet_cel_descargar_archivos","usa_internet_cel_jugar","usa_internet_cel_musica_video","usa_internet_cel_rrss","usa_internet_cel_correo_electr","dias_uso_internet_semana","busca_noticias_internet","busca_bienes_servicios_internet","busca_trabajo_internet","busca_serv_salud_internet","busca_ciencia_tecnologia_internet","busca_entretenimiento_internet","busca_turismo_internet","busca_info_educativa_interent","busca_negocios_interent","busca_arte_cultura_internet","realizo_postgrado_internet","trabajo_alguna_vez","nivel_uso_internet_para_trabajo","trabajo_relacionado_tecnologias","realizo_compra_por_internet","realizo_oferta_por_internet","consulta_movimientos_bancarios","realizo_transferencias_bancarias","realizo_pago_servicios_banco","usa_rrss","usa_facebook","usa_twitter","usa_whatsapp","usa_telegram","usa_instagram","usa_youtube","usa_rrss_conocer_gente","usa_rrss_temas_politicos","usa_rrss_noticias","usa_rrss_compartir_contenido","usa_rrss_videos_fotos","usa_rrss_negocios","usa_rrss_seguir_cuentas","cant_dias_usa_rrss","apoyo_causa_social_rrss","pertenece_grupo_o_comunidad","comunidad_videojuegos","comudad_profesional_estudio","comunidad_deportes","comunidad_educacion","comunidad_musica","realizo_llamada_voz_internet","prefiere_medio_para_noticias_nacionales","prefiere_medio_para_noticias_internacionales","prefiere_medio_ciencia_tecnologia","prefiere_medio_para_entretenimiento","prefiere_medio_para_ofertas_laborales","cree_medio_rapido","cree_medio_veridico","cree_medio_serio","cree_medio_claro","cree_medio_imparcial","cree_medio_profundo","cree_medio_participativo","edad_uso_computadora_primera_vez","sexo","nivel_instruccion","estado_civil","primer_idioma","categoria_ocupacional","nivel_instruccion_jefe_hogar","estabilidad_laboral_jefe_hogar","ingreso_mensual_prom_hogar","tiene_agua_potable","tiene_alcantarillado","tiene_energia_electrica","tiene_lavadora","tiene_microondas","tiene_calefon","tiene_tarjeta_credto","tiene_casa_propia","cant_banios","tiene_automovil_reciente","viajo_extranjero_con_familia","cant_personas_convive","departamento","tipo_localidad"
35,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,3,0,0,0,1,1,1,0,0,0,1,1,1,1,180,1,120,1,1,0,0,1,0,0,0,0,0,7,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,7,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,33,1,3,2,1,1,3,1,2,0,0,1,0,0,0,0,1,1,0,0,3,8,2
36,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,3,0,0,0,1,1,1,0,0,0,1,0,1,1,170,1,130,1,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,7,1,1,1,0,0,1,0,1,6,1,1,1,1,6,1,1,1,1,1,6,15,1,2,2,1,3,2,1,2,0,0,1,0,0,0,0,1,1,0,0,8,8,2
37,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,3,0,0,0,1,1,1,0,1,0,1,1,1,1,150,1,100,1,1,0,0,1,0,0,1,0,0,7,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,7,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,19,0,2,2,1,7,3,1,3,0,0,1,1,0,0,0,1,1,0,0,5,8,2
35,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,3,0,0,0,1,1,1,0,0,0,1,0,2,2,90,1,50,1,0,0,0,1,0,0,0,1,0,7,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,7,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,1,7,2,1,1,7,1,3,0,0,1,1,0,0,0,1,1,0,0,4,8,2
46,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,3,0,0,0,1,1,1,0,0,0,1,0,1,1,100,1,110,1,0,0,1,1,0,0,0,0,0,7,1,0,0,0,0,1,0,0,1,0,0,1,3,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,6,0,1,1,0,1,0,0,1,1,1,6,1,1,1,1,1,1,1,1,6,39,1,1,2,1,3,1,1,2,0,0,1,0,0,0,0,0,1,0,0,7,8,2
16,1,0,1,3,0,0,0,0,1,1,0,1,0,1,0,0,1,3,0,0,0,1,1,1,0,0,0,1,0,1,1,100,1,9,1,0,0,0,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,1,1,6,1,7,1,1,1,6,7,1,6,10,1,2,1,1,6,5,1,4,1,1,1,0,0,0,0,1,1,0,0,6,8,2
17,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,3,0,0,0,1,1,0,1,0,1,1,0,1,1,100,1,50,1,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,1,6,1,1,1,6,7,1,1,7,7,6,15,1,2,1,1,6,3,1,4,1,1,1,0,0,0,0,1,2,0,0,7,8,2
23,1,0,1,5,0,0,0,0,1,1,1,1,0,0,0,1,1,3,0,0,0,1,1,1,0,0,0,1,0,1,1,160,1,60,1,1,0,0,0,0,0,0,1,0,6,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,6,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,7,7,6,18,1,6,1,1,1,2,1,4,1,1,1,0,0,0,0,1,1,0,0,4,8,2
27,1,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,2,150,1,9,1,1,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,7,1,1,0,0,0,0,0,0,1,1,1,1,5,1,7,1,7,7,1,6,23,1,6,2,1,1,1,1,4,1,1,1,0,0,0,0,1,1,0,0,5,8,2
32,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,1,1,1,1,200,1,80,1,0,0,1,0,0,0,0,1,0,6,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,1,1,1,5,1,1,1,1,1,1,6,28,1,3,2,1,3,3,1,4,1,1,1,0,0,0,0,1,1,0,0,7,8,2
36,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,3,0,0,0,1,1,0,0,0,0,1,1,1,1,180,1,90,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,1,1,7,1,1,7,1,7,7,6,34,1,4,2,1,2,4,1,5,1,1,1,0,0,0,0,1,1,0,0,5,8,2
19,1,0,1,5,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,2,200,1,80,1,1,0,0,0,1,0,0,1,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,7,7,7,1,6,15,0,6,1,1,6,5,1,4,1,1,1,0,0,0,0,1,1,0,0,6,8,2
24,1,0,1,3,1,0,0,0,0,1,1,0,0,1,0,0,1,3,0,0,0,1,1,1,1,0,0,1,1,1,2,150,1,50,1,1,0,0,0,0,0,1,1,0,6,1,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,6,0,0,0,0,0,0,0,0,1,1,5,1,5,6,1,1,7,7,7,6,18,0,6,2,1,7,7,1,4,1,1,1,0,0,0,0,1,1,0,0,3,8,2
29,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,3,0,0,0,1,1,1,1,0,0,1,1,1,1,200,1,60,1,0,0,0,0,0,0,1,1,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,7,1,7,7,6,26,0,3,2,1,7,5,1,5,1,1,1,0,0,0,0,1,1,0,0,5,8,2
33,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,3,0,0,0,1,1,1,1,0,0,1,1,2,2,200,1,60,1,0,0,0,0,0,0,1,1,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,7,0,0,0,0,0,0,0,0,1,1,5,6,1,6,6,1,7,7,1,6,29,0,6,2,1,7,7,1,5,1,1,1,0,0,0,0,1,1,0,0,4,8,2
38,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,3,0,0,0,1,1,0,0,0,0,1,1,1,1,190,1,70,1,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,1,1,1,1,1,6,1,1,7,7,7,6,31,0,3,2,1,7,7,1,5,1,1,1,0,0,0,0,1,1,0,0,3,8,2
32,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,3,0,0,0,1,1,0,0,0,1,1,1,1,1,40,1,60,1,1,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,5,5,6,6,1,1,1,1,1,1,1,18,1,3,2,1,3,3,1,2,0,0,1,0,0,0,0,1,1,0,0,4,8,2
30,1,0,1,3,0,0,1,1,0,1,1,0,0,1,1,0,1,3,0,0,0,1,1,1,1,1,1,1,0,1,3,38,1,100,1,1,1,1,1,1,0,0,0,0,7,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,7,0,0,0,0,0,0,0,1,5,5,6,6,6,5,5,5,5,5,5,5,13,1,6,3,1,1,6,1,5,1,0,1,0,1,0,0,1,1,1,1,4,8,2
35,2,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,3,0,0,0,1,1,1,1,1,1,1,0,1,2,30,1,100,1,1,0,1,1,1,1,1,0,0,7,1,0,1,0,1,1,1,0,0,0,0,1,3,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,1,5,5,5,5,5,1,5,5,5,5,5,5,10,1,5,2,1,1,5,1,2,1,0,1,0,0,0,0,0,1,0,0,8,8,2
54,1,0,1,7,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,2,100,1,50,1,1,0,0,0,0,1,1,1,1,7,1,0,0,0,1,0,0,1,0,1,0,1,3,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,7,0,1,0,1,0,1,0,0,1,5,6,1,1,1,1,3,1,2,2,1,38,0,5,2,1,1,5,1,3,1,0,1,0,0,1,0,1,1,0,0,4,8,2
26,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,3,0,0,0,1,1,1,1,1,1,1,0,1,2,2,1,60,1,1,1,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,20,0,3,1,1,3,2,2,1,1,0,1,0,0,1,0,1,1,0,0,8,8,2
24,1,0,0,2,0,0,0,0,1,1,0,0,0,1,1,0,1,3,0,0,0,1,1,1,1,1,1,1,0,1,3,30,1,30,1,1,1,0,1,1,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,1,1,1,1,1,5,1,1,1,1,1,1,13,0,6,1,1,6,3,1,1,1,0,1,0,0,1,0,0,1,0,0,4,8,2
44,1,0,1,7,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,2,2,160,1,50,1,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,1,1,6,6,1,1,1,7,1,7,7,6,18,1,8,2,1,1,8,1,4,1,0,1,1,0,1,0,1,3,0,0,5,8,2
14,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,3,0,0,0,1,1,0,1,1,1,1,1,1,2,20,1,140,0,1,0,0,0,0,1,0,1,0,7,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,3,0,0,0,0,0,0,0,1,1,1,1,1,1,1,5,6,3,6,4,1,8,1,2,1,1,6,4,1,1,1,0,1,0,1,0,0,1,1,1,0,3,8,2
25,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,1,1,0,1,1,1,1,1,1,2,305,1,100,1,0,0,1,0,0,0,0,1,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,6,10,0,3,2,1,7,4,1,3,1,1,1,0,0,1,0,1,2,0,0,3,8,2
42,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3,0,0,0,1,1,0,0,0,0,1,1,2,1,100,1,100,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,3,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,7,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,18,0,7,3,1,1,7,1,3,1,0,1,0,0,0,0,1,1,0,0,2,8,2
17,1,0,1,3,0,0,0,0,0,1,0,0,1,1,1,1,1,3,0,0,0,1,0,0,0,0,1,1,0,2,1,70,1,100,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,7,0,1,0,0,0,1,0,1,3,5,6,5,7,6,1,3,5,4,1,6,8,0,2,1,1,6,3,1,3,1,1,1,0,0,0,0,1,4,0,0,9,8,2
38,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,3,0,0,0,1,1,0,0,0,0,1,1,2,3,50,1,30,1,1,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,5,0,1,0,1,0,0,0,1,1,1,1,1,1,1,2,1,1,1,1,6,10,0,4,2,1,2,4,1,3,1,0,1,1,0,0,0,1,1,0,0,4,8,2
45,3,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,3,0,0,0,1,1,1,0,0,0,1,1,1,1,120,1,80,1,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,1,1,1,1,3,1,1,1,1,1,1,6,18,1,3,3,1,1,3,1,2,0,0,1,0,0,0,0,1,1,0,0,7,8,2
43,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,3,0,0,0,1,1,1,0,0,0,1,0,1,2,80,1,40,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,18,0,1,2,1,7,2,1,2,0,0,1,0,0,0,0,1,2,0,0,3,8,2
26,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,3,0,0,0,1,1,1,1,1,1,1,0,1,1,100,1,160,1,1,0,0,1,0,1,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,7,0,0,0,0,0,0,0,1,1,1,1,1,1,2,6,7,1,1,1,2,18,1,3,2,1,1,3,2,2,0,0,1,0,0,0,0,0,1,0,0,3,8,2
21,3,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,3,0,0,0,1,1,1,1,1,1,1,0,1,2,10,1,99,1,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,3,0,1,1,0,0,0,0,1,1,1,1,6,1,1,1,1,1,1,1,2,14,1,2,1,1,6,2,2,1,0,0,1,0,0,0,0,1,3,0,0,7,8,2
15,3,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,3,0,0,0,1,1,1,1,1,1,1,0,1,2,200,1,100,0,1,0,0,0,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,7,0,1,0,0,1,0,0,1,1,1,1,6,1,6,1,1,1,1,1,2,13,0,2,1,1,6,2,1,2,1,0,1,0,0,1,0,1,1,0,0,7,8,2
22,1,0,1,2,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,250,1,100,1,1,0,0,0,0,1,0,0,0,7,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,7,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,1,3,1,1,2,1,1,2,0,0,1,0,0,0,0,1,1,0,0,6,8,3
24,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,3,0,0,0,1,1,1,0,0,0,1,1,1,2,5,1,20,1,1,0,0,0,0,0,0,1,0,2,1,0,0,1,0,1,0,0,0,0,0,1,3,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,2,0,1,1,0,0,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,18,0,2,2,1,7,2,1,2,0,0,0,0,0,0,0,1,1,0,0,4,9,3
31,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,3,0,0,0,1,1,1,0,1,0,1,0,1,2,70,1,30,1,0,0,0,0,1,0,1,1,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,9,1,4,2,1,2,4,1,2,0,0,0,0,0,0,0,1,1,0,0,6,8,3
31,3,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,3,0,0,0,1,1,1,0,0,0,1,1,1,2,125,1,20,1,1,0,0,0,0,0,0,0,0,3,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,9,0,1,3,1,2,1,1,1,0,0,0,0,0,0,0,1,1,0,0,5,8,3
19,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,3,0,0,0,1,1,1,1,0,0,1,1,1,2,70,1,40,1,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,1,2,1,1,2,1,2,2,2,6,2,2,2,18,1,2,1,1,6,1,1,2,0,0,0,0,0,0,0,1,1,0,0,6,8,3
18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,1,1,1,1,1,1,3,30,1,50,0,1,0,0,1,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,3,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,2,0,1,0,1,0,0,0,1,1,6,5,1,1,6,1,1,1,2,7,7,10,0,3,1,1,1,3,1,3,0,0,1,0,0,0,0,1,1,0,0,4,9,3
26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,1,1,1,0,0,1,1,1,2,80,1,30,1,0,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,3,0,0,0,0,0,0,0,1,1,6,1,7,2,1,1,1,5,5,6,6,18,1,2,2,1,3,2,1,2,0,0,0,0,0,0,0,1,1,0,0,5,8,3
28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,1,1,1,0,1,1,1,1,2,100,1,50,1,0,0,0,0,0,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,3,0,0,0,0,0,0,0,1,1,1,5,1,1,2,2,2,2,2,2,2,18,0,3,1,1,7,2,1,2,0,0,0,0,0,0,0,1,1,0,0,8,8,3
50,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,3,0,0,0,1,1,1,0,0,0,1,1,1,2,100,1,70,1,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,3,0,0,0,0,0,0,0,0,1,1,1,1,3,1,1,1,2,2,1,2,18,0,2,2,1,7,3,1,2,0,0,1,0,0,0,0,1,1,0,0,7,9,3
19,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,3,0,0,0,1,1,0,0,0,0,1,1,1,2,30,1,40,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,2,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,5,1,0,0,0,0,0,0,1,5,5,5,5,6,6,6,6,6,6,6,6,18,1,6,1,1,2,3,1,2,0,0,0,0,0,0,0,1,1,1,0,4,8,2
14,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,3,0,0,0,1,1,1,1,1,1,1,0,1,2,30,1,60,1,1,0,0,0,1,1,0,1,0,7,0,0,0,1,1,0,0,1,0,0,0,1,3,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,7,0,0,0,0,0,0,0,1,5,5,6,6,3,1,5,5,5,5,5,6,10,1,2,1,1,6,3,2,2,0,0,1,0,0,0,0,1,1,0,0,7,3,1
27,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,1,1,0,1,0,1,1,1,1,2,50,1,100,1,1,0,1,0,1,0,0,1,0,7,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,5,1,6,6,6,5,5,5,5,5,5,5,10,1,6,1,1,2,1,2,2,0,0,0,0,0,0,0,1,1,0,0,6,3,1
27,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,3,0,0,0,1,1,0,1,0,1,1,1,1,2,20,1,60,1,1,1,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,1,3,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,2,1,1,0,0,0,0,1,0,2,2,2,2,2,1,2,1,1,2,2,2,27,0,4,2,1,3,3,4,1,1,0,1,0,0,0,0,1,1,0,0,4,3,1
30,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,3,0,0,0,1,1,1,1,1,1,1,0,1,2,30,1,120,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,1,1,5,5,1,1,1,1,1,1,1,1,1,1,9,0,4,2,1,7,4,1,2,1,1,1,0,0,1,0,1,1,1,0,4,3,1
23,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,3,0,0,0,1,1,0,0,0,0,1,0,1,2,120,1,100,1,1,0,0,0,0,1,0,1,0,3,1,0,1,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,5,5,5,6,1,1,1,1,1,1,1,1,15,1,4,1,3,2,1,2,3,0,0,1,0,0,0,0,1,1,0,0,6,3,1
32,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,1,0,1,2,100,1,50,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,2,2,2,2,1,1,2,1,1,2,2,21,1,6,1,3,1,6,1,1,0,0,0,0,0,0,0,1,1,0,0,7,3,1
18,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,1,1,1,1,1,1,1,0,1,2,15,1,60,1,0,0,0,0,0,1,0,1,0,7,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,3,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,18,1,3,1,3,6,2,1,2,0,0,1,0,0,0,0,1,1,0,0,7,3,1
14,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,3,0,0,0,1,1,1,1,1,1,1,0,1,2,70,1,170,1,1,0,0,0,1,1,1,1,0,7,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,7,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,18,0,2,1,1,6,1,2,1,1,0,1,0,0,0,0,0,1,0,0,3,9,1
