"edad","ultima_vez_navego_internet","tiene_telefono_fijo","tiene_computadora","dias_uso_computadora_semana","usa_computadora_como_herramienta_trabajo","usa_computadora_musica_videos","usa_computadora_juegos","usa_computadora_internet","usa_computadora_estudio","tiene_tv","mira_noticias_tv","mira_deportes_tv","mira_salud_educacion_tv","mira_entretenimiento_tv","tiene_tv_cable","tiene_tv_satelital","tiene_radio","tiene_internet_fijo","usa_internet_contactar_amigos","usa_internet_buscar_info","usa_internet_para_trabajo","tiene_celular","usa_celular_llamadas","usa_celular_sms","usa_celular_musica","usa_celular_videos","usa_celular_juegos","usa_celular_conect_internet","usa_celular_fotos","prepago_postpago","empresa_telco","so_celular","usa_internet_cel_contactar_amigos","usa_internet_cel_buscar_info","usa_internet_cel_fin_academico","usa_internet_cel_trabajo","usa_internet_cel_ver_noticias","usa_internet_cel_descargar_archivos","usa_internet_cel_jugar","usa_internet_cel_musica_video","usa_internet_cel_rrss","usa_internet_cel_correo_electr","dias_uso_internet_semana","busca_noticias_internet","busca_bienes_servicios_internet","busca_trabajo_internet","busca_serv_salud_internet","busca_ciencia_tecnologia_internet","busca_entretenimiento_internet","busca_turismo_internet","busca_info_educativa_interent","busca_negocios_interent","busca_arte_cultura_internet","realizo_postgrado_internet","trabajo_alguna_vez","nivel_uso_internet_para_trabajo","trabajo_relacionado_tecnologias","realizo_compra_por_internet","realizo_oferta_por_internet","consulta_movimientos_bancarios","realizo_transferencias_bancarias","realizo_pago_servicios_banco","usa_rrss","usa_facebook","usa_twitter","usa_whatsapp","usa_telegram","usa_instagram","usa_youtube","usa_rrss_conocer_gente","usa_rrss_temas_politicos","usa_rrss_noticias","usa_rrss_compartir_contenido","usa_rrss_videos_fotos","usa_rrss_negocios","usa_rrss_seguir_cuentas","cant_dias_usa_rrss","apoyo_causa_social_rrss","pertenece_grupo_o_comunidad","comunidad_videojuegos","comudad_profesional_estudio","comunidad_deportes","comunidad_educacion","comunidad_musica","realizo_llamada_voz_internet","prefiere_medio_para_noticias_nacionales","prefiere_medio_para_noticias_internacionales","prefiere_medio_ciencia_tecnologia","prefiere_medio_para_entretenimiento","prefiere_medio_para_ofertas_laborales","cree_medio_rapido","cree_medio_veridico","cree_medio_serio","cree_medio_claro","cree_medio_imparcial","cree_medio_profundo","cree_medio_participativo","edad_uso_computadora_primera_vez","sexo","nivel_instruccion","estado_civil","primer_idioma","categoria_ocupacional","nivel_instruccion_jefe_hogar","estabilidad_laboral_jefe_hogar","ingreso_mensual_prom_hogar","tiene_agua_potable","tiene_alcantarillado","tiene_energia_electrica","tiene_lavadora","tiene_microondas","tiene_calefon","tiene_tarjeta_credto","tiene_casa_propia","cant_banios","tiene_automovil_reciente","viajo_extranjero_con_familia","cant_personas_convive","departamento","tipo_localidad","pago_internet_mes_out","gasto_mes_telco_out"
38,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,3,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,7,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,1,1,1,1,1,30,0,1,2,1,1,1,2,1,1,1,1,0,0,0,0,0,1,0,0,4,7,2,60,100
60,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,6,1,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,6,0,0,0,0,0,0,0,1,2,1,1,2,1,2,1,2,2,2,2,2,40,1,4,2,1,8,4,5,1,1,1,1,1,0,1,0,1,2,0,0,4,7,2,100,100
68,1,0,1,5,1,0,0,0,0,1,1,1,0,1,0,1,1,3,0,0,0,1,1,1,0,0,0,1,1,1,2,1,1,1,0,1,0,0,0,0,1,0,7,1,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,7,0,1,0,1,0,0,0,1,1,1,4,1,7,5,5,1,1,1,1,6,25,1,3,2,1,2,3,1,4,1,1,1,0,0,0,0,1,1,1,0,6,7,2,60,100
19,1,1,1,5,0,1,0,1,0,1,1,0,0,1,0,1,1,3,0,0,0,1,1,1,0,1,1,1,1,1,2,1,1,1,1,0,1,0,1,1,1,0,7,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,7,0,1,0,1,0,1,0,1,5,6,5,1,4,5,1,1,1,1,1,7,15,1,6,1,1,6,3,1,4,1,1,1,0,0,0,0,1,1,0,0,7,7,2,60,100
21,1,0,1,5,0,0,0,1,1,1,1,0,1,1,1,0,1,3,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,7,0,1,0,0,0,1,0,1,1,5,5,1,7,6,4,4,4,4,4,6,16,0,6,1,1,6,7,1,4,1,1,1,1,0,0,0,1,2,1,0,3,7,2,50,60
24,1,1,1,5,1,0,0,0,1,1,1,1,1,0,0,0,1,3,0,0,0,1,1,1,1,1,1,1,0,2,2,1,1,1,0,1,0,1,0,0,1,0,7,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,7,0,0,0,0,0,0,0,1,1,1,1,4,4,1,1,1,1,1,1,1,19,0,6,2,1,3,7,1,4,1,1,1,0,0,1,0,1,1,1,0,4,7,2,170,150
34,1,0,0,4,1,0,0,0,0,1,1,0,0,1,0,1,1,3,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,7,1,0,0,0,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,7,0,1,0,0,0,1,0,1,1,4,5,1,4,5,5,5,5,5,5,5,15,0,3,1,1,2,3,4,3,1,1,1,0,0,0,0,1,1,0,0,4,7,2,80,100
24,1,0,1,7,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,7,1,0,1,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,7,0,0,0,0,0,0,0,1,1,1,5,1,5,1,1,1,1,1,1,1,19,1,6,1,1,2,7,1,4,1,1,1,0,0,0,0,1,2,1,0,4,7,2,100,400
29,1,0,0,5,1,0,0,0,0,1,1,0,0,1,0,1,1,3,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,7,1,0,0,0,1,1,0,1,0,1,0,1,2,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,7,0,0,0,0,0,0,0,1,4,5,4,4,4,4,3,3,3,4,4,6,25,1,6,1,1,1,6,1,4,1,1,1,0,0,0,0,1,2,1,0,5,7,2,100,130
38,1,0,1,4,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,2,1,1,1,0,0,0,0,0,0,1,0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,7,0,1,0,0,0,1,0,1,5,5,4,1,5,5,4,4,4,4,4,4,20,0,2,2,1,7,2,1,3,1,1,1,0,0,0,0,1,2,0,0,4,7,2,90,120
54,1,0,1,6,1,0,0,1,0,1,1,1,0,1,1,1,1,3,0,0,0,1,1,1,0,0,0,1,0,1,2,1,1,0,0,1,0,0,0,0,0,0,7,1,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,7,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,28,1,6,2,1,2,6,2,3,1,1,1,0,0,1,0,1,2,0,0,5,7,2,70,150
40,1,0,1,5,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,2,1,0,1,0,1,0,0,0,0,1,0,6,0,0,1,0,0,0,0,1,1,0,0,1,2,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,1,1,1,6,1,3,1,2,3,1,2,3,2,17,1,8,2,1,4,8,1,2,1,1,1,1,0,1,0,1,2,0,0,6,7,2,100,400
21,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,3,0,0,0,1,1,0,1,0,0,1,1,1,1,3,1,0,0,1,0,0,0,1,1,0,7,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,7,0,1,0,1,0,0,0,1,1,1,6,1,1,1,6,3,1,2,3,6,12,0,6,1,1,6,3,1,2,1,1,1,0,0,0,0,0,1,0,0,4,7,2,100,70
14,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,3,0,0,0,1,1,0,1,0,0,1,1,1,3,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,7,0,1,0,0,1,1,1,1,1,1,3,1,3,2,3,3,1,5,3,2,10,1,2,1,1,6,6,1,2,1,1,1,1,0,0,0,0,2,0,0,3,7,2,60,120
62,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,2,1,1,1,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,1,1,6,1,1,1,6,3,1,2,3,1,27,1,4,2,1,3,4,1,1,1,1,1,1,0,1,0,1,2,0,0,6,7,2,50,60
25,2,0,1,5,0,0,0,1,1,1,1,1,0,1,1,0,1,3,0,0,0,1,1,0,1,0,0,1,0,2,1,2,1,1,0,0,0,1,0,0,1,0,7,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,7,0,0,0,0,0,0,0,0,1,1,6,1,3,1,6,3,1,2,3,6,10,0,6,1,1,6,7,1,2,1,1,1,1,1,1,0,1,2,1,0,3,7,2,150,60
34,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,3,0,0,0,1,1,0,1,0,0,1,0,1,3,1,0,1,0,1,0,0,0,0,1,0,6,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,5,0,1,0,1,0,0,0,1,1,1,1,1,1,1,5,3,1,5,3,5,15,1,7,1,1,1,2,1,3,1,1,1,1,0,0,0,1,2,0,0,6,7,2,100,70
46,2,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,3,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,6,0,0,0,0,0,0,0,1,1,1,1,1,1,1,6,3,1,2,1,2,12,1,3,2,1,1,3,1,3,1,1,1,1,1,1,0,1,1,0,0,5,7,2,60,100
38,1,0,1,7,0,0,0,0,1,1,1,1,0,0,0,0,0,3,0,0,0,1,1,0,1,0,0,1,0,1,2,1,1,0,0,1,0,0,0,0,1,0,7,1,0,1,0,1,0,0,0,0,0,0,1,3,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,3,1,6,3,6,16,1,7,1,1,5,7,2,2,1,1,1,0,0,0,0,0,1,0,0,1,3,1,50,10
24,1,0,1,5,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,2,1,1,1,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,6,6,5,5,5,5,5,2,1,1,1,1,13,0,6,2,1,7,3,1,3,1,1,1,0,0,0,0,0,1,0,0,3,7,2,100,50
29,1,0,1,7,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,2,1,0,1,0,1,0,0,0,0,0,0,7,1,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,7,0,0,0,0,0,0,0,1,1,1,1,1,6,1,2,3,4,6,3,6,10,1,7,1,1,1,7,1,3,1,1,1,0,0,1,0,1,1,0,0,3,7,2,100,20
33,1,0,1,2,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,2,1,1,1,0,0,0,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,7,1,0,0,0,0,0,0,1,1,1,6,6,2,6,1,3,1,3,6,1,15,0,3,2,1,1,3,1,2,1,1,1,0,0,1,0,1,2,0,0,5,7,2,100,300
16,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,3,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,7,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,5,0,0,0,0,0,0,0,1,1,1,6,6,6,1,2,3,1,6,1,6,12,1,2,1,1,6,1,4,2,1,0,1,0,0,0,0,1,1,0,0,5,7,3,60,20
24,1,0,0,4,1,0,0,0,1,1,1,0,0,1,0,0,1,3,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,6,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,6,1,1,0,0,1,0,0,1,1,1,1,1,2,1,1,3,1,2,1,6,17,0,4,1,1,2,7,2,2,1,0,1,0,0,0,0,1,1,0,0,6,7,3,120,70
19,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,6,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,7,0,1,0,1,0,0,0,1,1,1,1,1,3,1,1,3,1,2,3,6,15,0,4,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,6,7,3,30,80
42,1,0,1,4,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,3,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,5,0,1,0,1,0,0,0,1,1,1,1,1,3,1,6,3,1,2,3,6,15,1,7,2,1,1,7,1,3,1,0,1,0,0,0,0,0,0,0,0,3,7,3,100,60
27,1,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,3,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,6,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,5,0,1,0,0,0,0,0,1,1,1,4,1,1,1,6,3,1,2,3,6,16,1,4,1,1,1,4,2,3,1,0,1,0,0,0,0,1,1,0,0,4,7,3,100,50
33,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,3,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,7,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,5,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,3,1,1,2,2,20,0,7,2,1,7,4,1,3,1,0,1,0,0,0,0,1,1,0,0,5,7,3,80,40
39,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,3,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,6,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,4,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,1,2,1,2,25,0,1,2,1,7,2,2,2,1,0,1,0,0,0,0,1,1,0,0,5,7,3,120,40
35,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,3,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,4,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,5,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,1,2,1,2,20,1,2,1,1,2,2,2,2,1,0,1,0,0,0,1,1,1,0,0,1,3,1,70,50
42,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,3,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,1,1,1,1,6,18,0,1,2,3,7,1,1,2,1,0,1,0,0,0,0,1,1,1,0,8,7,3,20,3
26,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,3,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,7,0,0,0,0,0,0,0,1,1,1,7,7,2,6,1,1,1,1,1,1,14,1,2,2,1,1,2,1,2,1,0,1,0,0,0,0,0,1,0,0,4,7,3,30,50
31,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,3,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,6,0,0,0,0,0,0,0,1,1,1,1,7,6,1,1,1,1,1,1,1,18,0,4,2,1,7,3,2,1,1,0,1,0,0,0,0,1,1,0,0,6,7,3,100,150
47,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,3,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,1,1,18,1,1,2,2,2,1,2,1,1,0,1,0,0,0,0,1,1,0,0,3,7,3,20,100
15,2,0,0,2,0,1,1,0,0,1,1,1,0,1,0,0,1,3,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,7,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,1,2,3,1,1,6,1,6,1,6,1,1,9,1,2,1,1,6,2,2,1,1,1,1,0,0,0,0,1,2,0,0,5,7,3,40,120
22,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,1,3,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,7,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,7,0,0,0,0,0,0,0,1,1,1,1,6,3,6,1,3,1,1,3,2,14,1,3,1,1,1,1,2,4,1,0,1,0,0,0,0,1,2,0,0,8,7,3,2,70
25,3,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,3,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,1,2,1,2,2,2,1,2,2,1,2,24,0,2,2,1,7,1,1,2,1,0,1,0,0,0,0,1,0,0,0,5,7,3,20,50
24,3,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,3,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,1,1,1,1,2,1,1,1,1,2,1,5,0,2,2,1,7,3,1,2,1,0,1,0,0,0,0,1,1,0,0,4,7,3,20,40
19,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,3,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,2,1,1,2,2,2,1,1,1,1,1,6,15,0,1,2,1,7,2,2,2,1,0,1,0,0,0,0,0,1,0,0,3,7,3,20,30
38,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,3,0,0,0,1,1,1,1,0,0,1,1,1,2,1,1,0,0,0,0,0,0,1,1,1,7,0,0,0,0,0,1,0,0,0,0,0,1,3,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,7,0,1,0,0,0,0,0,0,1,1,1,1,1,6,1,1,1,1,7,7,30,1,2,2,1,2,2,3,2,1,0,1,0,0,0,0,1,1,0,0,4,7,3,20,50
37,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,3,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,1,7,7,7,7,18,0,2,2,1,7,2,5,2,1,0,1,0,0,0,0,1,1,0,0,4,7,3,20,30
24,1,0,1,3,0,0,0,0,1,1,1,0,1,0,0,0,1,3,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,5,0,0,0,0,0,0,0,1,1,6,1,6,1,1,1,1,1,1,1,1,15,0,2,1,1,6,1,1,1,1,0,1,0,0,0,0,1,1,1,0,4,7,3,35,15
18,1,0,1,3,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,7,0,0,0,0,0,0,0,1,2,1,1,6,1,1,1,1,1,1,1,1,18,0,3,1,1,6,3,2,1,1,0,1,0,0,0,0,1,1,0,0,7,7,3,30,10
15,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,3,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,5,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,6,10,1,2,1,1,6,1,1,1,1,0,1,0,0,0,0,0,0,0,0,3,7,3,20,10
28,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,3,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,1,2,16,1,2,2,1,1,2,1,1,1,0,1,0,0,0,0,0,1,0,0,4,7,3,40,30
42,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,3,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,20,0,3,3,1,2,3,2,3,1,0,1,0,0,0,0,1,1,0,0,5,7,3,30,60
24,1,0,1,5,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,5,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,1,0,0,7,0,1,0,1,0,0,0,1,1,1,5,5,1,1,1,1,1,1,1,1,18,1,5,2,1,1,5,1,3,1,0,1,0,0,0,0,1,0,0,0,4,7,3,60,100
45,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,3,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,18,1,2,2,1,1,2,1,2,1,0,1,0,0,0,0,1,0,0,0,2,7,3,20,130
15,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,3,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,5,0,1,0,1,0,0,0,0,1,1,1,1,1,6,1,1,1,1,1,1,18,0,2,1,1,6,1,1,3,1,0,1,0,0,0,0,1,0,0,0,6,7,3,30,40
18,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,3,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,7,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,7,0,0,0,0,0,0,0,1,1,1,1,1,6,1,1,1,1,1,1,1,9,1,2,2,1,1,2,2,2,1,0,1,0,0,0,0,0,0,0,0,2,7,3,20,40
19,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,3,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,7,1,0,1,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,7,0,0,0,0,0,0,0,0,1,1,6,6,1,1,1,1,1,1,1,1,18,1,3,1,1,6,1,1,2,1,0,1,0,0,0,0,1,0,0,0,7,7,3,50,80
